Tweet,Tweet IDs,Aggression,Arousal1 (1-5),Arousal2 (1-5),Arousal3 (1-5),Sarcasm-Irony-RhetoricalQuestions,Pun-Wordplay,Metaphor-Simile,Stance,Hate Speech,Avg. Arousal
"Modi Desh ke liye tu toh hanikarak hai... Notebandi me logo ki maut ka karak hai, Modi Desh ke liye tu toh Hanikarak hai...",#801081963440263168,o,4,4,4,NO,YES,NO,a,NO,4
"ye koun tay karega ki notebandi sahi he ya galat?aaj desh me badlav ho raha hai to hame janta ka saath dena hoga,gumrah nahi karna chahiye",#801086473764212736,n,3,4,2,NO,NO,NO,f,NO,3
News channels dekh k aisa lag raha hai jese...aaj kal sari death sift notebandi se hi ho rahi hai..isse pahle to yam ki no entry thi bank me,#801086832217731072,c,3,3,3,NO,NO,YES,n,NO,3
"Mai kal hi soch Raha tha ki ye Media vale Pujya Bapuji se    jarur puchenge Notebandi ke bare me , Yaha bhi... http://fb.me/6fDIHdrj6 ",#801086909866917888,n,3,3,2,NO,NO,NO,n,NO,2.666666667
@ravishndtv kejriwal aur baaki choro se Jada toh aapko pareshani hai notebandi se main roz line main lagta hu mujhe koi pareshani nahi hai,#801087516006723585,c,3,3,3,NO,NO,NO,f,NO,3
Notebandi: Pehle lambi kataar dikhti thi.. Ab lambe lambe dande..??,#801088925401956352,n,3,2,3,NO,NO,NO,n,NO,2.666666667
"modi ke notebandi ke ek faisle ne sp ki hawa tight kar di, kyoki dono sath-sath badhte hai or sath-sath hi kam ho hote hai https://twitter.com/BSPITCELL/status/745309361824735232 …",#801089928696315904,c,3,4,3,NO,NO,YES,n,NO,3.333333333
"@NidhiKNDTV @ndtvindia Kya Hum Congress mukt Bharat Kior Badhrahe hai? Kyu ki Gao Gao me NoteBandi ke Baad Sirf ""Modi-Modi"" Hai (....... https://twitter.com/NavbharatTimes/status/801087101169086464 …",#801089981859000320,n,4,3,4,NO,NO,NO,f,NO,3.666666667
Dharna se pravabit honeka koi jarurat nahi-Modiji notebandi par atal rahen isi mein desh ka bhalai hai. We are with Modiji,#801092517378674688,n,3,3,3,NO,NO,NO,f,NO,3
"@ravishndtv Notebandi me kisi ne labour class,ke baare me baat nahi ki,kya unke ghar me do samey ki roti banti hai.",#801093036910538752,n,3,3,3,NO,NO,NO,n,NO,3
modi ji aam aadmi ko kya milega notebandi se?????? Aap Adani aur ambani ke kale dhan ke bare main kya kahage?,#801093065570033664,n,3,4,3,YES,NO,NO,a,NO,3.333333333
#Notbandi: Aj raat ya kal subah kisi bank kataar k liye chai lekar niklo or wahaa jaker Notebandi ki shifarish... http://fb.me/VNwLNRHl ,#801093341022588928,n,3,3,2,NO,NO,NO,n,NO,2.666666667
Where is all those #astrologer  jo T.V. Pe aa ke logo future batate the. Ab dikh gaye to goli maar dunga. #NoteBandi #DeMonetisation,#801093344013139968,o,4,4,2,YES,NO,NO,n,YES,3.333333333
Sir shame on aap notebandi ke fayadai kyu nahi dikhatai. Kya aap pe bhe kali kamai hai https://twitter.com/RavishKumarNDTV/status/348696159860174850 …,#801093562880274432,c,4,3,3,NO,NO,NO,f,NO,3.333333333
notebandi hame manjur he...aur ye faisla hum log lege nahi ke neta,#801094574001287168,n,3,3,3,NO,NO,NO,f,NO,3
"@ArvindKejriwal Arvind ji, Notebandi ke khilaf ab apna muffler nikaal lijiye. Janta trast ho chuki hai.",#801095289486471168,c,3,3,2,NO,NO,NO,n,NO,2.666666667
Lagata hai notebandi nahi nasbandi ki hai.....,#801096657903489024,c,4,4,3,NO,NO,NO,a,NO,3.666666667
"#NoteBandi , sirf aam janta he line main baki #Neta #Adhikari unki line kahii dikhi nhi #WhereRThey",#801097345408598016,n,3,3,3,NO,NO,NO,a,NO,3
Sir notebandi ka nirnay aitihasik hai.i agree.But Mera aapase request hai indian army jo Shahid hote  hai inke gharwalo ko 1 crore rs de,#801097800129937408,n,3,2,1,NO,NO,NO,f,NO,2
ji notebandi apne aap hi lajabab kaam hai.Jo choro ko pasand nahi ayega.Lakin har manusya thik manta hai.,#801099195067183104,n,3,3,3,NO,NO,NO,f,NO,3
rashtrahit me notebandi sandar kadam ka mai swagat karta hu. har dus saal me aisa hona chahiye. jay hind,#801110484514586625,n,3,3,3,NO,NO,NO,f,NO,3
Nasbandi aur Notebandi ...Neta barbaad,#801111370058108928,c,4,3,3,NO,NO,NO,n,NO,3.333333333
Ab fati hai salo ki #NoteBandi ki wajah se #blackmoneycrackdown se inke baap logo ki maa behn ho gayi hai. Surrender ke alawa koi chara nahihttps://twitter.com/ANI_news/status/801086932629323777 …,#801118080910790656,o,5,5,4,NO,NO,YES,f,NO,4.666666667
Aaj jantar mantar SE sasad march notebandi ke killaf pic.twitter.com/f5qh9JPrfm,#801119314275344385,n,3,2,2,NO,NO,NO,n,NO,2.333333333
Desh hit me agami parinam bahut hi sakaratmak hoge notebandi ka nirnay,#801122097602793473,n,3,2,3,NO,NO,NO,f,NO,2.666666667
"*Jago !*  Kashmir me mare gaye atankiyonke pas se 2 hajar ke Note Atankwad rokane ke liye keval NoteBandi nahi, yudha karana chahiye  *",#801123555463176193,n,4,4,3,NO,NO,NO,n,NO,3.666666667
@ravishndtv Isko jail bheja dijiye...Ye bachna nahi chahiye. Notebandi ka mamla ab shant ho gya h Rocky Yadav k khilaf janta ki rai lo,#801126777561247744,o,3,3,3,NO,NO,NO,n,NO,3
@ArvindKejriwal notebandi se pahle tumhara muhbandi karana chahiye tha... #besharam@ArvindKejriwalhttps://twitter.com/ArvindKejriwal/status/800644378704297984 …,#801126792912216064,o,4,5,4,NO,YES,NO,f,NO,4.333333333
sir ji kala dhan to unke pass hai na jo chilla rhe hai ki notebandi wapas lo...jiske pass safed hai woh to asani se chup ha,#801127962321907712,n,3,4,3,NO,NO,NO,f,NO,3.333333333
Tu note hai kisi aur ka Tujhe exchange kar raha koi aur hai #NoteBandi,#801128792987049984,n,2,3,2,YES,YES,NO,a,NO,2.333333333
Aj-kal midia ye bhram faila raha hai Ki notebandi Ki gayi hai jabki yah to kewal noto Ko badalne Ki prakriya hai.,#801134072630165504,n,2,3,3,NO,NO,NO,n,NO,2.666666667
Big Bazaar ko dene ke liye paise hain lekin ATM mein dalane ke liye nahin..Kya Chuzpah hai..!!! #NoteBandi #Feku,#801135827321376769,o,4,5,3,YES,NO,NO,a,NO,4
"Kala than ektha kits hai, is ke like #notebandi ke khilaf ho Bhai?",#801146489636417537,n,3,3,3,NO,NO,NO,n,NO,3
@narendramodi i support notebandi . Sahi hai black money aatankwad aaur bank mein paise aa gaye .gaon ke wikash mein lagayenge .sab kuch tik,#801150162383110144,n,3,2,3,NO,NO,NO,f,NO,2.666666667
@narendramodi sirji notebandi achi hai aap liquid money ko jald laye garib paresan hai .line mein lag ke kuch ki maut ho gayi,#801151382094909440,n,2,1,3,NO,NO,NO,f,NO,2
Pichhle kuchh dino me notebandi pe  govt ne na jaane kitne hi rules banaye aur badle aur phir b govt kahti hai ki inki taiyari poori thi.,#801156912502874113,n,2,3,3,NO,NO,NO,a,NO,2.666666667
Ye notebandi nahi hai vipachhiyo ki votebandi hai,#801158884211720192,c,3,3,3,NO,NO,NO,n,NO,3
@om_kuldiya hi.Modi ji ne Notebandi karwa di to is saal shadiyo par bhi rok laga dete to mera dil tootne se bacha jata*par dil todna aadat h,#801159507195752448,c,3,2,1,YES,NO,NO,n,NO,2
8 Nov ke baad jo bhi mara hai news wale or apposite  wale  usse sirf notebandi bata kar sarkar or public ko gumrah karne ki soch rahe hain,#801166974394863616,n,3,2,4,NO,NO,NO,f,NO,3
Janta ka to ptta nhi ...lekin kejriwal sir to notebandi se aise paresan h jaise notebandi nhi unki nasbandi kar di ho.........@AamAadmiParty,#801208958828642305,o,5,4,4,NO,YES,NO,f,NO,4.333333333
Ghotaalo pe kbhi n bolne wale aaj notebandi pe chhila rhe....daaal Mae kaala hae????,#801220509530607616,c,3,4,3,YES,NO,NO,f,NO,3.333333333
@narendramodi notebandi ka me pura samarthan karta hu,#801229043261652992,n,3,3,3,NO,NO,NO,f,NO,3
Morcha ya maarch sadak per utarna hai to shahidon ko shardhanjli dene ke liye utro notebandi PR behas to ek Drama hai,#801240357174439936,n,3,4,4,YES,NO,NO,f,NO,3.666666667
@himaninaithani off jaane ke liye me 10 rupee kharch karta thaa ab 5 rs me pahuch jaata hu. jai ho notebandi ki,#801241813822513153,n,2,3,3,NO,NO,NO,f,NO,2.666666667
Modi ji notebandi ka decision ek ithasik faisla hai aur yeh RASHTRA ke hitt mein hai.Desh ke 115 crore aapke sath hai.,#801242776583053322,n,3,3,3,NO,NO,NO,f,NO,3
"Modi ji,aapne note bandi karke,lakho garib logo ko,unka vetan dilwa diya,GARIBO KI DUVA AAPKO,VETAN DILWANE KA,kripaya NOTEBANDI jari rakkye",#801243022440550400,n,4,3,3,NO,NO,NO,f,NO,3.333333333
Govt NE bilkul sahi kadam uthaya Hai Notebandi ka... Abhi desh ko pak se dhoka Hai uper se desh ke virudh party NE govt ko sath Dena chahiye,#801243815684308992,n,3,4,3,NO,NO,NO,f,NO,3.333333333
Notebandi ka faayda no. - 1 - sabhi govt. Off. Ko bakaaya rashi prapt ho rahi hai,#801248196185952256,n,3,2,2,NO,NO,NO,f,NO,2.333333333
Congress karati to dange bhadak jate.. Notebandi ke khilaf bolne wale deshbhakt hote.... well played game by BJP.. pic.twitter.com/csxl5QqV2A,#801248720117448704,c,4,3,3,NO,NO,NO,a,NO,3.333333333
Notebandi ke Baad agla kadam risbat Lane baalo pr ho......,#801251004352053248,n,2,2,1,NO,NO,NO,f,NO,1.666666667
modi ji hm aapke sath hai #NoteBandi pe Desh ke liye hm thore pareshani uthane ke liye taiyar hai.,#801259903276826624,n,3,2,1,NO,NO,NO,f,NO,2
Abhi bhi notebandi ki vjh se aam public bahut paresaan hai notebandi ka Mai samarthan karta hun but logo ki takleef....sad,#801260776069746688,n,1,1,1,NO,NO,NO,f,NO,1
I appreciate notebandi modi Ji .ye sahsi kadam ke liye mere traf se Salam.paranam Jay maa Bharti.Ram Pandey Mumbai https://twitter.com/narendramodi/status/801035628724924420 …,#801261885395910656,n,4,3,3,NO,NO,NO,f,NO,3.333333333
Notebandi par desh main parinaam.... pic.twitter.com/K7Ppx6rjmx,#801262971179573248,n,3,3,3,NO,NO,NO,n,NO,3
"Notebandi ke baad, High court Jodhpur me stamp ke muh mange daam vasule ja Rahe hai",#801267348049170436,n,2,1,1,NO,NO,NO,n,NO,1.333333333
"MP, Asam & AP k upchunav me BJP ki shandaar jeet. #notebandi k baad janta khush hui hai kejriwal. #ye jeet... http://fb.me/Ct8qNAzu ",#801269459910557696,n,3,3,3,NO,NO,NO,f,NO,3
"Notebandi Se Ab Pareshan Hain, Khud PM 2 Bar Ro Chuke Hain...  #DeMonetisation",#801269504923799552,c,3,2,3,YES,NO,NO,a,NO,2.666666667
@geet19s when they see Rahul Sonia they chant modi modi  because 'Tuj me modi muj me modi Sab me modi samaya' Jai notebandi,#801271356939583488,n,4,4,4,NO,YES,NO,f,NO,4
gareeb log kaise vote karenge jinko sab se jayada problem hua h is #NoteBandi k chakkar me,#801272049746509824,n,2,3,2,NO,NO,NO,n,NO,2.333333333
@ArvindKejriwal  Hum sab milkar is notebandi ke khilaaf jung ladne ko tyaar hai. AAP jindabaad!,#801272244433338368,n,3,4,4,NO,NO,NO,a,NO,3.666666667
Dekhen: Kaise notebandi se aatank ka rasta hua band? http://fb.me/3dYRBudOt ,#801275975891828736,n,3,3,4,NO,NO,NO,f,NO,3.333333333
mudde ki baat yahi hai..notebandi hui hai..kajariya aise kyun chatpata raha hai jaise uski nasbandi ho gayee,#801276943408603136,o,5,5,5,NO,YES,NO,f,NO,5
"kahi notebandi se inka Bada nukshan to nahi ho raha hai,Jo ye natak kar rahe hai.sasand ko nahi chalne dene se public ka barbad ho",#801279035779076100,c,3,4,3,NO,NO,NO,n,NO,3.333333333
@narendramodi notebandi karne par mai or mera pariwar aap ke sath hai .50 din to kya 100din bhi aap ke sath hai .,#801279797401911296,n,3,3,3,NO,NO,NO,f,NO,3
janta ki fati padi  hai @kamaalrkhan  aapki kaisi hai ? #NoteBandi,#801281436409937924,n,3,4,4,NO,NO,NO,n,NO,3.666666667
HUM JAISE GARIG LOG MODI JI KE SATH HU.KNUKI UP GARIB KE LIYE NEHI BADE LOGO KE LIYE ANDOLAN KARTE HO HUM SAB NOTEBANDI KO SUPPORT KARTA HU.,#801281509940428800,n,5,4,4,NO,NO,NO,f,NO,4.333333333
Ghera bandi border par karo yahaan to aap ko vote dikhta hai waha jawan khate hai goli .. Smfh #NoteBandi #army #jkborderhttps://twitter.com/aajtak/status/801280853640769536 …,#801282440002080768,c,2,2,2,NO,NO,NO,n,NO,2
@ndtvindia 'Notebandi garib per atyachaar hai.',#801282484151291905,n,1,2,1,NO,NO,NO,a,NO,1.333333333
"Ek Swal, Kya Notebandi ek galat faisla hai?  Desh ki janta iska swagat karti hai but opposition bagawat, why? Kyo Sansad nhi chalne de rahe?",#801282800561188864,n,2,3,3,NO,NO,NO,f,NO,2.666666667
"janta bhee in #NoteBandi par in virodhiyon ko paidal hee kar de to accha rahega , haram khor hai sarey ,",#801282867909246976,o,4,5,4,NO,NO,NO,n,NO,4.333333333
"Vipakshi dal #dharna de rahe he notebandi k khilaf, unhe dukh ho rha he 70 se adhik vyaktiyon ki mrutyu par!! Wah kya tarika he pradrshan ka",#801286592451121153,n,3,3,4,YES,NO,NO,n,NO,3.333333333
gandhi ji ki murti bhi aaj sharma rahe hoge unke aage 200 kale dhan wale khare hai. Jo notebandi ka virodh kar rahe hai.,#801286956613246976,n,4,3,3,NO,NO,YES,f,NO,3.333333333
Modiji aap mere hero hai but my ma notebandi par boli hai ki congress ki govt 10 sal rule karke sara money kha liya ab  aap bhi wahi karenge,#801287233621913600,n,1,2,2,NO,NO,NO,n,NO,1.666666667
notebandi ke is faisle ka mai samarthan karta hu cchae jitni bhi muskil aaye mai modi ji ke sath hu jai hind.,#801288111246508032,n,3,3,3,NO,NO,NO,f,NO,3
aapko kafi problem ho rahi hai notebandi se ary Kejriwal ji public k beech aakar dekhiye kitni khush hai.,#801288635433762816,c,3,2,3,NO,NO,NO,f,NO,2.666666667
ye desh sharminda hai kejri tu abhi bhi jinda hai..tu marega to manege ki notebandi se maut hui #MamtaKejriXposed,#801289990454079490,o,3,4,3,NO,NO,NO,f,YES,3.333333333
surgical strike ki himmat . notebandi ki him mat.bhrastachar se ladne ki himmat,#801291157733015553,n,4,3,4,NO,NO,NO,f,NO,3.666666667
notebandi nahin kale dhan ki nasbandi,#801291423609978880,c,4,4,4,NO,YES,NO,f,NO,4
Leaders of Opposition @NitishKumar notebandi ka samarthan karte hain. Shard ji gandhi but ke neeche haramiyon ke sath hain. Kaisa Doglapan?,#801291988276510720,c,5,5,5,YES,NO,NO,f,NO,5
phir modi un notonkobhi notebandi kardega aur thenga dikhayega.,#801300644565024769,n,3,3,3,NO,NO,NO,f,NO,3
@kapsology phir modi un notonkobhi notebandi kardega aur thenga dikhayega. https://twitter.com/kapsology/status/801300246777237504 …,#801300722310676481,n,3,3,2,NO,NO,NO,f,NO,2.666666667
Main pichle 10 dino  se dekh rha hu ke pm modi ke piche hath dokhe piche pade huy hai notebandi ke liye yar kam to kerne do unko acha hi hog,#801301053299892225,n,2,3,3,NO,NO,NO,f,NO,2.666666667
pm modi fans hum pm modi ke notebandi se khush hai  unka samarthan karte hai,#801302068522782721,n,3,3,3,NO,NO,NO,f,NO,3
Kyaa in sub ke pass sufficient money hai..jo kabhi line me nahi dikhe... dikhe to bhi 4 crore ki gaadi lekar..?? #NoteBandi https://twitter.com/htTweets/status/801301908652695555 …,#801302564134354945,c,4,3,3,NO,NO,NO,n,NO,3.333333333
"Mere Ghar me ek nahi 1+1=2 Beti Ki shadi,Dec to Feb tak,koi chahe toh inquires kar sakta hai,Fir bhi support @narendramodi ji k #NoteBandi https://twitter.com/aajtak/status/801286010143326208 …",#801302704907845632,n,2,3,2,NO,NO,NO,f,NO,2.333333333
#Toon-Kya karoon bhai  LINK-https://m.facebook.com/story.php?story_fbid=1614655615504951&substory_index=19&id=100000136208917 … (#Modi #BJP #India #ModiFightsCorruption #noteban #Currency #DeMonetisation #NoteBandi pic.twitter.com/zvuBsrVDFU,#801303066800701440,n,3,3,3,NO,NO,NO,n,NO,3
Notebandi pablik ko thora taklif to hai https://twitter.com/sambitswaraj/status/801299094543237121 …,#801304370113609728,n,2,2,2,NO,NO,NO,n,NO,2
Sir G notebandi ne garib ka paisa chen liya hai or amir ko aur amir kar diya h.  1/2,#801308415138136064,n,2,3,3,NO,NO,NO,a,NO,2.666666667
Notebandi kar  BJP ne UP main apni kabar kud hikhod li hai 2/2,#801308615999098880,n,2,2,2,NO,NO,YES,n,NO,2
NoteBandi Desh Premi Khush-Desh Drohi Dukhi,#801313663823048704,n,3,4,3,NO,NO,NO,f,NO,3.333333333
Hum sab ke modi ji notebandi ka faishala wapish mat lena warna hum sab aap ko vote nahi dege hum sab jan rahe hai kaun kya kar raha hai,#801313691723591680,n,3,2,2,NO,NO,NO,f,NO,2.333333333
Koi marata hai to narane do koi bhukha hai to bhukha rahane do koi chilla raha hai to chilane do par notebandi ka faishla wapish mat kena,#801315630649606144,n,4,4,4,NO,NO,NO,f,NO,4
@Modiarmy desh Notebandi muhim ko successfully support kar raha hai but iske jaise TUCCHE ki bhi koi BANDI honi chahiye.,#801317457956835328,c,4,3,3,NO,NO,NO,f,NO,3.333333333
ha modi Ji notebandi  main  ap ke saath hai,#801319643705118724,n,2,2,2,NO,NO,NO,f,NO,2
Kya aap #Nasbandi ki tarah #Notebandi se shadi rokne ki @narendramodi sarkar ki koshish ka samarthan karte hain? @ZeeNewsHindi @abpnewstv,#801321538721116160,n,4,4,4,NO,NO,NO,n,NO,4
"@Narendramodi_PM ,Sir aapne jo kadam notebandi ke liye uthaya wo sahi h lekin iss wajah se jo nuksaan desh ke log bugat rahe h wo galat h.",#801322222753300480,n,2,1,1,NO,NO,NO,f,NO,1.333333333
"are bhai tu to rehne de,tu kisi ko bhi notebandi ka shikar bata sakta hai,sharm karlo thodi si agar ho to",#801323555644461060,c,4,3,2,NO,NO,NO,f,NO,3
Notebandi ke Khilaf Bolne Walo Ko Gobar Me Bhigo Bhigo Ke Chappal Maro. https://youtu.be/rfMVYnmP_ww  via @YouTube,#801325317315039232,n,5,5,4,NO,NO,NO,f,NO,4.666666667
"NOTEBANDI SE BANK WALE DECIDE HI NAHIN KAR PA RAHE HAIN KI GOVT KI TARAF JAYEN YA CRIMINALS,KUCH BANKS MEIN TERRORIST KE AGENTS BHI HAIN",#801327407168897024,n,5,4,4,NO,NO,NO,n,NO,4.333333333
Modi ne bahut accha kam kiya HAI mai unke sath hu  #NoteBandi,#801327968962408448,n,2,3,2,NO,NO,NO,f,NO,2.333333333
@ArunbajpaiRajan Ye Notebandi  vale Kuttes ki Nas bandhi - Vasectomy karne ki takide jaruriyat lagati hai.,#801328907731501056,o,5,5,4,NO,YES,NO,n,NO,4.666666667
"500-1000 ki notebandi ki bhent chadh gayi ghazipur SP rally, koi bhi channel thik se cover karne ko nahi razi. Akhilesh ji kuch karna padega",#801330003224961028,n,3,3,3,NO,NO,YES,a,NO,3
notebandi ke khilaf bhukhhadtal pe baithe Sad jee ke kide pic.twitter.com/JJc7ezXCMx,#801330104240664577,n,3,3,3,NO,NO,NO,n,NO,3
@narendramodi sir notebandi me bank karmchari % lekar. bnk se note badal kar de rahe hai kya apki yojna safl hogi ya kaladhan or bdega,#801330896569794561,n,1,2,1,NO,NO,NO,a,NO,1.333333333
Notebandi ko lekar #Dhakosalabaji sanshad k samne ......mausere bahiyo aur bahno ki,#801332383068852224,n,3,2,2,NO,NO,NO,f,NO,2.333333333
Medam notebandi ke pehle kab  tata ambani bidla sachin amitabh dhoni rahul  Kab line m lage the jo aaj lagege.. https://twitter.com/Sheela__Singh/status/800961737960759296 …,#801333307963219968,c,2,3,3,YES,NO,NO,n,NO,2.666666667
. Modi sir aap se request hai ki aap Apna notebandi ka faisla kisi bhi halat mein na badle.Hum aam janta modi sir ke sath hai. Thnk,#801336419214118913,n,2,3,2,NO,NO,NO,f,NO,2.333333333
NOTEBANDI ME NIVESH !! SAWAL AAP KA HAI: http://youtu.be/fsZ66bivI30?a  via @YouTube,#801336730276261888,n,4,5,4,NO,NO,NO,n,NO,4.333333333
@rawat_manbir -Sab 500/-1000 ke note ki dhajjiyan uda dena.pakistan notebandi se baukhla gaye hain ye log.,#801337753736773632,c,4,4,4,NO,NO,YES,f,NO,4
Lagta h NoteBandi se @RajatSharmaLive ka bhi sab kuchh lut gya h tabhi @indiatvnews rona ro raha h.,#801338028010700802,n,4,3,3,NO,NO,NO,n,NO,3.333333333
"@yadavakhilesh 500-1000 ki notebandi ki bhent chadh gayi ghazipur SP ki zabardast rally, koi bhi channel thik se cover karne ko nahi razi.",#801338366587506688,n,3,3,3,NO,NO,NO,n,NO,3
"@brajeshlive 500-1000 ki notebandi ki bhent chadh gayi ghazipur SP ki zabardast rally, koi bhi channel thik se cover karne ko nahi razi.",#801338645198368768,n,3,3,2,NO,NO,NO,n,NO,2.666666667
notebandi se yaad aaya ..aap to sahadat dene wale the..kya hua..3 din to kab hi bit gaye..? https://twitter.com/ArvindKejriwal/status/801268295563288576 …,#801340690852618240,c,4,3,3,NO,NO,NO,n,NO,3.333333333
RAJNITI B AJIB CHEEJ H @SrBachchan SAHAB NOTEBANDI KE SAMRTHAN ME H AUR  JAYA JI MAMTA JI KE SATH STAGE SHARE KRTI H,#801342110381248513,n,4,5,2,YES,NO,NO,n,NO,3.666666667
Modi Sarkar k notebandi ki vjh se jinte log bank k line mein mre un ko bhi muaavza milna chahiye. Jo galat hai vo galat hai fir koi bhi ho https://twitter.com/babbanroh303/status/801327727559266304 …,#801343079978565632,n,3,3,2,NO,NO,YES,a,NO,2.666666667
Mera vote..   Notebandi theek par vyavastha barbaad....,#801343106352377856,n,2,1,2,NO,NO,NO,f,NO,1.666666667
Notebandi me garib janta se jyada amir leader kyo paresan hai.janta apne kam me mast hai hm bhi apni duty me miss nahi ki TATA MOTORS,#801343348724350978,n,3,2,3,YES,NO,NO,f,NO,2.666666667
@SrBachchan sir aapko bhi lagi kya #NoteBandi ki jo bhej diya @JayaBachchan ko jantar mantar,#801343890808836096,n,3,3,2,YES,NO,NO,n,NO,2.666666667
Hamare desh ki janta notebandi Se preshan nahi hai bulki rajeev mamta kejri mayabati ko apne kale dhan ki chinta hai,#801349599197859847,o,2,3,3,NO,NO,NO,f,NO,2.666666667
ab itni taklif hai to atmadaah kyo nahi kar lete notebandi k khilf. Delhi walo ko bhi mukti milegi tumse,#801351714314010628,o,5,5,5,NO,NO,NO,f,YES,5
@narendramodi  Pradhanmantri ji notebandi k kaaran ho rahi maut k baare me jawab dijiye...unn logon ka kya kasoor h..???,#801353454333677570,n,4,3,4,NO,NO,NO,a,NO,3.666666667
NOTEBANDI KE NAAKE ME DHAAN !! AAP KI BAAT: http://youtu.be/y-i5SUE_1u8?a  via @YouTube,#801356793041551362,n,5,4,2,NO,NO,NO,n,NO,3.666666667
Notebandi nahi jaise nasbandi ho gaya ho... Border Sena  sahid hote hai to Pakistan k khilaf rally kyo nahi nikalti http://fb.me/5lriINmnD ,#801356902185762816,n,5,4,4,NO,YES,NO,f,NO,4.333333333
"@SrBachchan Sir ji Kya Modi ji ka faisla notebandi ka, galat hai??????????? Jai hind",#801359327936315393,n,3,4,2,NO,NO,NO,n,NO,3
"JANAB P.M. SAHAB, NOTEBANDI KA FAISLA SAHI HAI, MAGAR TAIYARI BILKUL NAHI KI GAI THI ISLIYE LOGON KO PARESHANI HO RAHI HAI.",#801359629745844225,n,5,4,4,NO,NO,NO,f,NO,4.333333333
Mera desh ki 1.25 karor aam jabta se aapil h ki kisi ke behkabe m n aaye or aap khud nirnay le ki notebandi sahi h ya galat,#801361321115713536,n,3,3,3,NO,NO,NO,n,NO,3
kuch nehi honewala hai. Is desh ke public jante hai kis kish ko notebandi se taklif ho raha hai.,#801362074202992643,n,2,2,2,NO,NO,NO,n,NO,2
Notebandi ke Khilaf oppn party ka dharne me sirf neta Janta nahi.Ab sattadhari ke saath janta.Kitna bada firk.Ab bhi waqt hai sudhar jao.,#801363924679532544,c,4,3,3,NO,NO,NO,f,NO,3.333333333
hum bhi chahate h ki president Ji tumko bulakar ? Kare ki notebandi par itna shor kis liye kya tere pass h kaladhan,#801365961085435904,c,4,4,4,NO,NO,NO,f,NO,4
"Notebandi ke aapke sujhav ka hum swagat karte h,lekin iske bad ke halat se ubarne ka sujhav aapkepass h ya nahi",#801368250671996929,n,2,3,2,NO,NO,NO,f,NO,2.333333333
Modi sir ko note bandi ka fesla wapas nahi Lena chahiye bipchh kuch bhi bole desh ka janta khush hain to notebandi par jai hind namo namo,#801368682735792128,n,3,3,3,NO,NO,NO,f,NO,3
Randipana karke kaladhan batori hai...aise kaise barbad hone degi notebandi ke jariye...ab Jantar-Mantar par dhandha karne baith gayi,#801368778873466880,o,5,5,5,NO,NO,NO,f,YES,5
wah re #modi delhi ka #pollution kam karne ka kya nayab tarika dhoodha hai ek jhatke me pollution khatam #notebandi,#801369020775665664,c,2,2,1,YES,NO,NO,a,NO,1.666666667
Jab desh ka janta khush hain to notebandi par to q wapash le fesla thank you modi sir jai hind,#801369342336180224,n,3,2,2,NO,NO,NO,f,NO,2.333333333
"**guLabi ki zanzir me Nahi Jakarta*"", Modiji ne noteBandi Kiya  To usi Tarah hua Jaise Aam(mango)ped(Tree)par faL jata tolog path",#801369753289891840,n,3,3,3,NO,NO,YES,n,NO,3
AAP leaders ko batao ke Modi ne Notebandi kee hai Nasbandee nai,#801370524374933504,o,4,3,3,NO,YES,NO,f,NO,3.333333333
"app per notebandi per rai unke pyade hi denge, baki aam janta kisan majdoor to bus aasu hi baha skte hain",#801373390317625344,n,2,2,2,NO,NO,YES,a,NO,2
@narendramodi @AnupamPkher Notebandi sahi faisla ## desh vikash path Ki oorr#####,#801374223394476034,n,3,4,3,NO,NO,NO,f,NO,3.333333333
Jitni janta notebandi se pareshan nahi hai.usse kahi jyada dogle netao ke darame se pareshan ho rahi hai desh  inhe kabhi maf nahi karegi,#801375363389591552,n,3,3,3,YES,NO,NO,f,NO,3
"aarop pratyarop raajniti apni jagah, pareshani logon ko notebandi se nahi vyavastha se ho rahi hai",#801376175864090624,n,2,3,2,NO,NO,NO,f,NO,2.333333333
ye vyvastha kaise theek ho is par discussion hona chsiye naaki notebandi waapis lene ko kehna hungama Karna,#801376383473778688,n,2,1,2,NO,NO,NO,f,NO,1.666666667
Aap har wo khabar dikhaana jo notebandi ke khilaaf ho.Aakhir aapkaa bhi to crores ka nuksaan hua hai.Deshdrohi channel.,#801376540730609664,o,2,3,1,NO,NO,NO,f,NO,2
"Tabhi to Notebandi se sabse jyada taqlif Didi Ko hai, Itni mehnat se ghotale Karke Kamaye par ab san mitti ho gaya",#801376872810614784,o,3,4,3,NO,NO,NO,f,NO,3.333333333
@sardesairajdeep chahe tum aam janta ko #NoteBandi ke against nagative puchhoge ans tumko positive hi milega,#801378407821021184,c,3,3,3,NO,NO,NO,f,NO,3
AAVO HUM MANAV SHRANKHLA BANAYE#NOTEBANDI KE LIYE JAN JAN KO SAMJHAYE DESH HEET AUR OPPOSITION KE NATAO KE SWARTH KE BEECH KA FARK. JAI HIND pic.twitter.com/koEDLFnZNW,#801382637071790080,n,5,5,5,NO,NO,NO,f,NO,5
Desh ke sabhi logo ko is noteBandi me modi ka sath dena chahiye koi kami he to bolo sansad chalayo House Bandi kare No ...No @RealArnabG,#801385104555655168,n,3,3,3,NO,NO,NO,f,NO,3
